year	month	day	hour	min	sec	rloc	lat	lon	depth	age	nsta	rms	mag
2021	5	21	10	38	10.5	L	12.068	-70.138	35.5	FUN	4	0.4	2.7
2021	5	21	14	41	55.0	R	8.148	-72.953	179.9	FUN	12	0.4	3.5
2021	5	21	21	37	49.8	R	11.117	-61.75	69.4	FUN	4	0.3	3.5
2021	5	22	3	50	27.5	R	11.439	-62.229	3.2	FUN	3	0.3	2.8
2021	5	22	5	23	25.2	L	9.401	-69.791	5.0	FUN	10	0.5	3.2
2021	5	22	7	6	9.1	R	7.17	-72.992	14.0	FUN	7	0.4	3.5
2021	5	22	13	11	7.2	L	10.134	-70.394	12.5	FUN	6	0.4	3.0
2021	5	22	14	39	19.2	L	10.265	-68.061	22.1	FUN	5	0.1	1.8
2021	5	22	21	56	49.5	L	9.427	-70.045	5.0	FUN	5	0.3	2.8
2021	5	22	22	31	29.5	R	6.765	-73.669	5.0	FUN	3	0.5	2.6
2021	5	23	0	10	48.1	R	7.071	-73.371	1.6	FUN	3	0.5	2.8
2021	5	23	1	25	34.7	L	10.288	-68.092	7.4	FUN	5	0.4	2.2
2021	5	23	7	7	32.5	L	9.327	-62.776	5.4	FUN	5	0.4	3.1
2021	5	23	7	18	4.7	L	9.88	-69.281	5.0	FUN	6	0.5	2.9
2021	5	23	11	27	21.2	L	7.253	-72.125	6.1	FUN	3	0.4	3.0
2021	5	23	19	38	25.5	L	11.447	-73.768	35.1	FUN	9	0.4	3.7
2021	5	23	22	58	38.6	R	7.249	-72.773	21.1	FUN	5	0.5	3.2
2021	5	23	23	18	1.8	R	8.852	-73.67	3.7	FUN	6	0.4	3.2
2021	5	24	2	31	48.1	L	10.37	-62.319	35.2	FUN	4	0.4	3.3
2021	5	24	2	35	45.4	R	7.319	-73.059	146.0	FUN	5	0.5	3.4
2021	5	24	11	14	20.1	R	7.659	-73.508	16.7	FUN	6	0.7	3.1
2021	5	24	19	35	46.5	L	10.318	-62.626	21.3	FUN	5	0.4	3.0
2021	5	24	22	52	13.6	L	7.379	-72.031	1.7	FUN	13	0.4	3.9
2021	5	24	23	52	44.0	L	10.267	-67.83	1.5	FUN	4	0.1	1.9
2021	5	25	8	18	4.2	R	6.845	-73.055	152.8	FUN	7	0.5	3.2
2021	5	25	11	48	22.8	L	8.888	-71.181	5.0	FUN	7	0.5	3.1
2021	5	25	12	49	24.4	R	7.919	-73.42	20.3	FUN	4	0.5	3.1
2021	5	25	13	40	7.8	L	10.284	-65.146	5.0	FUN	4	0.5	2.3
2021	5	26	0	32	11.3	L	8.904	-71.183	2.5	FUN	9	0.4	3.2
2021	5	26	22	33	16.4	R	7.052	-73.411	5.0	FUN	4	0.5	2.9
2021	5	27	0	25	52.4	L	11.007	-62.345	25.7	FUN	8	0.5	3.5
2021	5	27	7	41	8.1	L	9.919	-72.97	5.8	FUN	13	0.4	3.9
2021	5	27	7	51	19.2	R	7.058	-73.486	5.0	FUN	3	0.5	2.4
2021	5	27	15	12	14.8	L	10.557	-64.296	22.4	FUN	4	0.4	2.8
2021	5	27	16	46	39.8	R	7.071	-73.502	5.0	FUN	3	0.4	2.7
2021	5	27	17	13	39.7	R	7.708	-73.44	5.0	FUN	4	0.3	2.8
2021	5	27	17	20	5.7	L	9.774	-63.184	4.2	FUN	4	0.2	3.0
2021	5	27	19	26	45.3	L	10.618	-62.55	16.2	FUN	3	0.2	3.1
2021	5	27	20	8	12.1	L	10.309	-62.417	35.2	FUN	4	0.2	2.8
2021	5	27	20	49	21.2	R	7.012	-73.337	5.0	FUN	3	0.5	2.6
2021	5	27	21	53	33.9	L	11.413	-72.752	7.1	FUN	5	0.4	2.9
2021	5	27	22	56	23.4	R	6.728	-72.911	195.7	FUN	11	0.5	3.6
2021	5	27	23	13	47.5	L	12.122	-70.093	36.5	FUN	5	0.5	2.4
2021	5	28	1	26	41.7	R	7.018	-73.309	5.0	FUN	3	0.4	2.2
2021	5	28	2	6	55.7	R	13.333	-61.153	139.7	FUN	5	0.4	3.6
2021	5	28	3	58	30.0	R	10.357	-61.663	35.1	FUN	7	0.4	3.3
2021	5	28	5	13	48.3	R	7.017	-73.356	5.0	FUN	3	0.3	2.2
2021	5	28	5	26	42.8	R	6.172	-71.548	33.4	FUN	3	0.3	2.3
2021	5	28	6	54	56.3	L	10.482	-62.984	5.0	FUN	4	0.4	2.2
2021	5	28	8	22	28.8	R	6.683	-72.855	206.9	FUN	3	0.2	2.7
2021	5	28	11	4	29.9	R	7.017	-73.381	5.0	FUN	4	0.5	2.6
2021	5	28	11	24	4.5	R	8.511	-73.237	124.8	FUN	9	0.4	3.1
2021	5	28	12	26	34.1	L	11.194	-61.711	35.2	FUN	4	0.3	3.3
2021	5	28	16	10	44.0	R	6.84	-73.093	157.7	FUN	14	0.3	4.9
2021	5	28	19	43	41.6	R	7.18	-73.606	4.7	FUN	4	0.5	2.4
2021	5	28	22	19	34.6	R	7.096	-73.473	14.8	FUN	4	0.3	2.4
2021	5	29	5	33	59.4	L	10.441	-62.349	5.0	FUN	4	0.5	3.0
2021	5	29	5	40	7.2	L	10.5	-62.375	5.0	FUN	4	0.4	3.1
2021	5	29	14	52	24.1	R	6.914	-73.269	140.2	FUN	5	0.4	3.2
2021	5	29	16	43	23.4	L	10.305	-62.79	35.3	FUN	3	0.4	2.6
2021	5	29	16	44	59.0	L	10.034	-62.644	10.1	FUN	3	0.2	2.4
2021	5	29	18	50	4.7	R	7.197	-73.699	1.5	FUN	3	0.4	2.7
2021	5	29	19	11	6.5	R	6.782	-73.115	157.1	FUN	9	0.5	3.3
2021	5	29	19	52	54.7	L	10.521	-64.713	10.3	FUN	5	0.3	2.3
2021	5	29	20	8	9.5	R	6.828	-73.092	159.8	FUN	11	0.5	3.4
2021	5	29	20	34	20.6	L	8.762	-70.847	1.1	FUN	6	0.5	2.8
2021	5	29	20	45	19.9	L	10.273	-68.092	2.9	FUN	5	0.5	2.5
2021	5	29	21	31	18.3	L	11.014	-62.276	23.4	FUN	4	0.3	3.1
2021	5	30	0	28	33.4	L	8.201	-72.262	2.5	FUN	3	0.3	2.4
2021	5	30	5	34	36.6	L	10.623	-62.515	22.4	FUN	12	0.5	3.8
2021	5	30	7	14	20.4	R	7.306	-73.886	10.6	FUN	8	0.5	3.1
2021	5	30	13	50	34.4	R	7.044	-73.362	0.1	FUN	4	0.5	2.8
2021	5	30	14	4	35.4	R	6.802	-73.131	170.4	FUN	4	0.3	3.1
2021	5	30	16	57	14.2	L	8.196	-71.949	9.0	FUN	5	0.6	2.6
2021	5	30	17	43	42.1	R	7.071	-73.34	0.0	FUN	4	0.5	2.5
2021	5	30	18	10	48.9	R	6.815	-73.125	154.3	FUN	6	0.5	3.2
2021	5	30	20	2	47.7	R	6.401	-72.296	0.0	FUN	5	0.5	3.5
2021	5	31	0	8	16.2	R	7.057	-73.41	0.0	FUN	4	0.4	3.0
2021	5	31	2	17	54.8	R	7.078	-73.41	0.1	FUN	4	0.5	2.8
2021	5	31	2	36	24.3	R	6.887	-73.075	137.5	FUN	8	0.5	3.9
2021	5	31	3	2	56.4	L	10.177	-61.687	17.7	FUN	3	0.1	3.3
2021	5	31	3	58	41.5	L	9.657	-71.907	15.0	FUN	3	0.2	3.0
2021	5	31	3	59	52.6	L	9.876	-62.504	1.5	FUN	3	0.3	3.1
2021	5	31	4	41	43.0	L	10.196	-71.99	108.3	FUN	5	0.4	3.1
2021	5	31	6	49	9.9	L	9.808	-69.126	1.2	FUN	3	0.2	1.8
2021	5	31	16	51	37.1	R	6.798	-73.124	167.0	FUN	8	0.4	3.3
2021	5	31	18	2	58.7	L	10.419	-68.235	5.0	FUN	3	0.4	1.9
2021	5	31	20	31	36.7	R	7.148	-73.848	23.9	FUN	3	0.3	2.4
2021	6	1	8	50	32.0	R	5.231	-73.781	157.4	FUN	7	0.3	3.3
2021	6	1	13	43	24.5	R	7.091	-73.295	5.0	FUN	3	0.5	2.9
2021	6	1	16	38	18.6	R	7.04	-73.4	0.1	FUN	4	0.6	2.9
2021	6	1	23	17	33.6	R	7.036	-73.513	8.5	FUN	3	0.4	2.8
2021	6	2	0	54	20.6	L	10.284	-68.117	13.2	FUN	6	0.5	2.3
2021	6	2	9	2	59.9	L	10.769	-62.362	24.4	FUN	9	0.5	3.7
2021	6	2	11	42	14.6	R	8.187	-72.729	5.0	FUN	11	0.4	3.6
2021	6	2	16	44	3.2	R	8.162	-72.737	1.8	FUN	6	0.5	2.5
2021	6	3	0	27	34.7	R	8.726	-73.028	141.7	FUN	4	0.2	2.4
2021	6	3	1	50	38.2	L	9.927	-63.648	5.0	FUN	3	0.2	2.3
2021	6	3	2	22	28.2	R	7.031	-73.447	5.0	FUN	3	0.2	2.3
2021	6	3	2	39	40.2	L	10.363	-61.994	13.9	FUN	6	0.3	3.0
2021	6	3	4	30	23.5	R	7.049	-73.407	0.1	FUN	4	0.2	2.7
2021	6	3	5	52	30.8	L	11.583	-62.35	3.6	FUN	5	0.5	3.0
2021	6	3	6	27	38.2	R	6.912	-73.002	131.3	FUN	5	0.5	3.2
2021	6	3	7	13	32.8	L	9.89	-69.596	1.9	FUN	4	0.5	2.0
2021	6	3	7	30	24.3	L	11.707	-62.457	34.6	FUN	4	0.1	2.4
2021	6	3	8	13	59.5	L	9.857	-63.019	30.1	FUN	3	0.2	2.1
2021	6	3	13	3	30.7	R	8.041	-72.428	5.1	FUN	4	0.4	2.1
2021	6	3	13	33	29.7	L	10.072	-70.125	4.8	FUN	14	0.4	3.3
2021	6	3	16	37	22.7	R	5.696	-73.951	116.0	FUN	10	0.4	3.3
2021	6	3	17	17	34.1	L	10.023	-70.114	5.0	FUN	15	1.3	4.5
2021	6	3	19	37	42.4	L	11.405	-63.043	37.4	FUN	3	0.7	2.3
2021	6	4	2	45	36.5	R	5.457	-71.714	31.4	FUN	3	0.2	2.5
2021	6	4	8	12	52.6	L	9.787	-73.653	111.5	FUN	5	0.4	3.1
2021	6	4	15	54	20.3	R	10.35	-73.616	5.0	FUN	3	0.3	2.4
2021	6	4	21	24	9.7	R	6.88	-73.095	146.7	FUN	7	0.5	3.5
2021	6	5	0	5	11.6	R	6.749	-73.175	167.2	FUN	9	0.4	3.4
2021	6	5	2	50	35.7	R	7.123	-72.504	5.0	FUN	8	0.4	3.0
2021	6	6	3	53	11.5	R	7.048	-73.375	5.0	FUN	3	0.3	2.4
2021	6	6	6	5	19.6	R	7.029	-73.377	5.0	FUN	3	0.3	2.4
2021	6	6	17	23	4.6	R	9.72	-73.587	16.9	FUN	5	0.5	3.2
2021	6	6	19	39	52.8	R	6.797	-73.085	144.4	FUN	3	0.2	2.8
2021	6	7	0	20	49.5	R	7.519	-73.285	131.0	FUN	5	0.4	3.0
2021	6	7	8	25	49.9	R	7.036	-73.465	0.0	FUN	4	0.4	2.6
2021	6	7	11	33	56.9	R	6.877	-73.242	163.7	FUN	4	0.6	3.2
2021	6	7	12	51	8.0	R	10.292	-61.673	29.0	FUN	5	0.4	3.4
2021	6	7	22	49	36.7	L	9.964	-69.245	5.0	FUN	4	0.5	2.3
2021	6	7	23	52	41.7	R	7.091	-73.584	0.1	FUN	3	0.3	2.7
2021	6	8	1	40	58.5	R	6.757	-73.146	167.2	FUN	6	0.3	3.4
2021	6	8	5	51	41.7	R	7.036	-73.452	5.0	FUN	3	0.5	2.7
2021	6	8	14	38	8.9	L	10.572	-68.178	7.1	FUN	5	0.4	2.0
2021	6	8	17	4	13.2	R	6.858	-73.164	148.4	FUN	5	0.5	2.9
2021	6	9	4	4	8.1	R	6.848	-73.207	135.6	FUN	4	0.6	2.2
2021	6	9	5	29	34.8	R	7.063	-73.372	12.2	FUN	5	1.9	2.9
2021	6	9	14	42	33.0	L	10.241	-68.104	8.2	FUN	4	0.3	2.2
2021	6	9	16	13	17.4	L	10.219	-67.332	31.7	FUN	3	0.1	2.1
2021	6	9	17	30	11.0	R	9.665	-73.593	0.0	FUN	3	0.3	3.0
2021	6	10	1	32	43.6	R	7.041	-73.349	0.0	FUN	3	0.4	2.6
2021	6	10	8	56	19.8	R	6.924	-73.253	116.2	FUN	4	0.5	3.6
2021	6	10	11	41	50.3	L	9.762	-62.5	6.0	FUN	3	0.1	2.8
2021	6	10	14	36	46.8	R	6.876	-73.274	156.7	FUN	5	0.5	3.2
2021	6	10	17	44	0.8	L	11.362	-67.843	25.1	FUN	4	0.3	2.1
2021	6	10	17	45	22.1	L	11.403	-67.922	6.3	FUN	6	0.5	2.3
2021	6	11	3	11	49.7	L	9.553	-64.936	35.7	FUN	4	0.3	2.2
2021	6	11	10	44	22.4	R	7.033	-73.441	0.0	FUN	5	0.4	3.0
2021	6	12	6	18	32.5	L	10.457	-62.638	34.2	FUN	18	0.5	4.7
2021	6	12	8	31	5.1	L	8.168	-64.119	5.0	FUN	5	0.5	3.2
2021	6	12	8	31	5.4	L	8.1	-64.067	16.7	FUN	7	0.4	3.5
2021	6	12	16	59	54.4	L	10.492	-68.044	5.0	FUN	5	0.3	2.0
2021	6	12	17	27	52.2	L	10.387	-62.542	13.7	FUN	3	0.1	2.7
2021	6	12	17	55	38.0	L	10.777	-62.277	76.2	FUN	4	0.5	3.4
2021	6	12	21	11	47.1	L	10.038	-67.312	5.0	FUN	4	0.6	2.1
2021	6	13	0	36	24.2	R	7.05	-73.373	0.0	FUN	3	0.3	2.6
2021	6	13	1	45	14.6	R	6.975	-73.426	0.0	FUN	3	0.5	3.2
2021	6	13	2	19	37.4	L	9.553	-69.792	5.0	FUN	4	0.4	2.6
2021	6	13	3	27	37.3	L	9.492	-69.711	4.5	FUN	4	0.4	2.5
2021	6	13	3	37	5.8	L	9.192	-62.722	26.8	FUN	10	0.4	3.8
2021	6	13	4	5	22.3	L	10.157	-69.051	5.0	FUN	6	0.6	2.7
2021	6	13	10	52	16.1	L	9.817	-69.346	5.0	FUN	4	0.7	2.5
2021	6	13	11	48	26.9	L	9.873	-69.308	5.0	FUN	3	0.5	2.0
2021	6	13	15	4	39.1	R	7.429	-73.433	12.8	FUN	3	0.2	3.0
2021	6	13	15	45	27.7	R	7.104	-73.541	0.0	FUN	3	0.2	2.7
2021	6	13	17	16	29.7	L	9.447	-69.772	5.0	FUN	7	0.6	2.5
2021	6	13	18	25	16.6	L	10.328	-62.714	31.7	FUN	4	0.4	3.4
2021	6	13	20	13	33.8	R	7.074	-73.578	0.0	FUN	3	0.4	2.8
2021	6	13	22	16	45.7	R	7.042	-73.39	0.0	FUN	3	0.5	3.0
2021	6	14	1	31	11.9	R	11.722	-72.017	74.2	FUN	4	0.3	2.8
2021	6	14	3	3	40.2	R	7.063	-73.472	0.0	FUN	3	0.4	2.7
2021	6	14	4	7	57.0	R	6.78	-73.113	156.4	FUN	7	0.5	3.8
2021	6	14	5	27	21.8	R	11.642	-72.186	33.1	FUN	7	0.6	3.5
2021	6	14	6	35	36.8	L	10.281	-67.428	5.0	FUN	5	0.8	2.3
2021	6	14	8	2	21.2	R	13.151	-60.042	36.8	FUN	8	0.4	4.1
2021	6	14	12	52	41.4	R	9.348	-73.804	5.0	FUN	4	0.7	2.4
2021	6	14	13	19	18.6	R	6.991	-73.457	20.3	FUN	3	0.3	2.1
2021	6	14	16	25	36.0	R	6.84	-73.18	147.3	FUN	13	0.5	4.9
2021	6	14	20	5	24.8	R	6.828	-73.148	156.3	FUN	12	0.6	4.3
2021	6	14	22	37	46.4	L	10.349	-69.177	7.8	FUN	6	0.5	2.5
2021	6	15	7	14	32.5	L	9.996	-68.511	3.2	FUN	4	0.5	2.0
2021	6	15	15	53	0.6	L	10.237	-69.184	5.0	FUN	4	0.3	2.2
2021	6	15	15	58	35.0	L	9.754	-69.219	22.4	FUN	3	0.5	2.0
2021	6	15	17	27	11.8	R	5.355	-73.88	152.9	FUN	4	0.3	3.1
2021	6	16	8	50	37.0	L	9.55	-70.279	0.7	FUN	3	0.4	2.4
2021	6	16	14	17	15.6	L	10.21	-69.199	0.0	FUN	4	0.4	2.3
2021	6	16	17	57	25.9	L	10.287	-69.467	5.0	FUN	4	0.5	2.4
2021	6	16	21	33	4.8	R	7.076	-72.484	129.1	FUN	3	0.3	2.6
2021	6	17	3	15	27.4	L	10.405	-68.98	5.2	FUN	4	0.4	2.3
2021	6	17	5	33	31.3	L	10.224	-69.152	5.0	FUN	4	0.4	2.2
2021	6	17	5	50	1.6	R	6.605	-73.427	30.5	FUN	14	0.4	4.0
2021	6	17	6	48	51.0	L	10.197	-69.145	5.0	FUN	5	0.4	2.1
2021	6	17	9	8	6.0	R	6.854	-73.324	167.4	FUN	7	0.3	3.2
2021	6	17	13	19	33.0	L	8.892	-70.493	4.8	FUN	8	0.5	3.4
2021	6	17	20	52	13.3	R	7.024	-73.454	0.0	FUN	3	0.3	2.8
2021	6	17	22	31	36.2	R	7.015	-73.452	0.0	FUN	3	0.4	2.9
2021	6	18	8	17	50.4	R	11.722	-65.038	64.5	FUN	4	0.5	2.7
2021	6	18	9	36	54.7	L	12.01	-69.977	33.5	FUN	3	0.0	2.5
2021	6	18	10	6	22.9	L	8.731	-70.54	1.1	FUN	9	0.3	3.4
2021	6	18	11	13	57.8	R	7.079	-73.367	0.1	FUN	3	0.4	2.8
2021	6	18	11	54	1.2	L	8.58	-71.318	16.1	FUN	3	0.2	2.3
2021	6	18	16	56	26.6	L	9.815	-69.437	5.0	FUN	4	0.6	2.8
2021	6	18	19	8	9.4	L	10.487	-65.287	29.6	FUN	5	0.5	2.5
2021	6	18	20	24	15.1	R	6.803	-73.162	162.5	FUN	12	0.5	4.1
2021	6	18	22	20	59.4	R	6.845	-73.171	149.7	FUN	10	0.5	4.0
2021	6	19	18	14	11.2	L	10.905	-62.153	29.5	FUN	4	0.4	3.3
2021	6	19	20	31	9.3	R	7.447	-73.188	145.3	FUN	9	0.3	3.4
2021	6	20	7	27	43.5	R	10.236	-73.294	126.2	FUN	4	0.3	3.0
2021	6	20	15	35	9.7	L	9.001	-72.373	10.6	FUN	14	0.4	3.2
2021	6	20	19	0	43.6	L	9.925	-68.684	5.0	FUN	4	0.3	2.5
2021	6	20	20	55	47.2	L	9.094	-70.196	5.0	FUN	10	0.5	3.7
2021	6	20	20	59	37.8	L	9.23	-70.299	5.0	FUN	6	0.4	3.1
2021	6	21	0	10	47.8	R	11.217	-61.788	43.8	FUN	4	0.2	3.1
2021	6	21	13	19	15.7	R	6.911	-73.521	5.6	FUN	3	0.5	2.7
2021	6	22	3	27	8.9	L	10.672	-66.812	5.0	FUN	3	0.4	1.9
2021	6	22	7	40	20.2	L	8.283	-67.638	5.0	FUN	3	0.4	2.3
2021	6	22	13	2	57.6	R	6.764	-73.177	171.8	FUN	6	0.2	2.8
2021	6	22	19	9	57.0	L	10.169	-68.116	5.0	FUN	5	0.4	1.8
2021	6	22	19	28	38.3	R	6.768	-73.137	164.2	FUN	5	0.4	3.0
2021	6	22	21	18	39.9	R	7.157	-73.15	0.0	FUN	3	0.4	2.4
2021	6	23	1	42	27.8	R	12.113	-72.911	20.1	FUN	7	0.5	3.2
2021	6	23	2	9	0.2	R	6.743	-73.196	176.2	FUN	8	0.3	3.5
2021	6	23	6	35	6.7	R	6.728	-73.188	178.6	FUN	6	0.3	3.2
2021	6	23	16	5	45.8	R	7.024	-73.431	5.0	FUN	3	0.5	2.7
2021	6	24	0	34	48.5	R	7.047	-73.458	0.1	FUN	3	0.3	2.9
2021	6	24	1	19	9.0	R	9.607	-73.518	126.3	FUN	5	0.2	3.2
2021	6	24	12	17	15.7	R	6.98	-73.642	35.2	FUN	3	0.4	2.5
2021	6	24	13	51	39.9	R	12.662	-71.516	36.3	FUN	11	0.6	3.6
2021	6	24	18	51	53.5	L	10.597	-67.638	5.0	FUN	4	0.5	2.1
2021	6	25	11	13	47.5	R	5.227	-73.404	6.9	FUN	4	0.5	3.5
2021	6	25	12	48	35.1	L	9.703	-63.078	4.8	FUN	9	0.2	3.5
2021	6	25	14	0	8.7	R	5.115	-73.947	153.3	FUN	12	0.4	4.1
2021	6	25	16	26	1.6	L	10.67	-62.251	31.7	FUN	3	0.5	3.4
2021	6	25	21	14	44.0	R	6.78	-73.175	173.2	FUN	4	0.3	3.9
2021	6	25	21	50	16.0	L	10.159	-67.262	62.7	FUN	4	0.4	2.2
2021	6	25	22	18	25.4	L	10.266	-66.261	10.2	FUN	5	0.5	2.1
2021	6	25	22	19	51.3	L	10.837	-67.598	5.0	FUN	3	0.5	2.3
2021	6	26	0	48	5.0	L	8.943	-70.498	2.0	FUN	9	0.3	3.7
2021	6	26	1	59	30.6	L	11.62	-65.579	80.1	FUN	4	0.3	2.2
2021	6	26	5	0	25.8	R	7.001	-73.473	5.3	FUN	3	0.4	2.6
2021	6	26	5	3	36.6	R	6.995	-73.329	152.0	FUN	8	0.5	3.4
2021	6	26	11	41	14.4	R	6.903	-73.431	27.3	FUN	3	0.4	3.2
2021	6	26	20	24	47.6	L	10.414	-69.303	15.8	FUN	7	0.5	2.5
2021	6	26	23	33	41.9	L	11.826	-65.561	35.6	FUN	9	0.6	2.9
2021	6	27	0	56	12.4	L	10.495	-62.491	11.6	FUN	6	0.4	3.0
2021	6	27	2	56	17.5	L	10.842	-68.788	8.7	FUN	9	0.5	2.9
2021	6	27	3	34	23.2	R	6.767	-73.186	168.1	FUN	14	0.5	4.1
2021	6	27	9	32	37.7	R	7.12	-73.176	20.7	FUN	5	0.4	2.9
2021	6	27	12	14	1.2	L	10.88	-62.246	73.6	FUN	4	0.4	3.0
2021	6	27	12	49	55.1	L	10.17	-67.245	48.2	FUN	3	0.1	1.7
2021	6	27	19	45	34.0	R	11.59	-62.855	35.3	FUN	4	0.5	3.0
2021	6	27	22	51	57.2	L	9.893	-69.783	5.0	FUN	4	0.4	2.3
2021	6	28	3	16	33.8	R	8.773	-73.655	12.0	FUN	3	0.0	2.9
2021	6	28	10	39	13.0	L	10.973	-62.428	23.8	FUN	3	0.4	3.1
2021	6	29	1	12	15.0	R	7.086	-73.397	0.0	FUN	3	0.5	2.3
2021	6	29	2	7	12.7	L	11.17	-67.788	77.8	FUN	4	0.4	2.0
2021	6	29	3	43	26.0	R	5.279	-73.183	64.7	FUN	9	0.5	3.9
2021	6	29	7	38	8.0	L	10.654	-67.458	5.0	FUN	4	0.2	1.4
2021	6	29	12	20	1.5	L	8.851	-70.098	35.4	FUN	5	0.2	2.8
2021	6	29	14	9	38.2	R	6.788	-73.18	157.8	FUN	9	0.5	3.7
2021	6	30	8	6	33.9	R	7.052	-73.461	0.0	FUN	3	0.5	2.6
2021	6	30	9	15	45.4	L	10.584	-62.579	20.8	FUN	4	0.4	3.0
2021	6	30	9	20	22.8	R	13.207	-66.478	652.6	FUN	5	0.5	3.9
2021	6	30	9	55	36.3	L	10.173	-72.254	5.0	FUN	4	0.5	2.6
2021	6	30	11	26	20.0	L	10.421	-69.123	15.2	FUN	5	0.5	2.3
2021	6	30	12	15	2.0	R	6.719	-73.153	172.5	FUN	10	0.4	4.5
2021	6	30	20	17	34.0	L	10.358	-68.15	12.8	FUN	7	0.5	3.1
2021	6	30	21	19	50.1	L	10.346	-70.051	18.5	FUN	6	0.4	2.7
2021	6	30	23	29	16.7	R	7.448	-73.221	147.3	FUN	10	0.4	3.8
2021	7	1	7	28	38.4	L	7.077	-73.507	0.0	FUN	3	0.6	3.1
2021	7	1	7	39	7.6	R	7.12	-73.512	0.1	FUN	6	0.3	3.4
2021	7	1	14	7	39.9	R	6.742	-73.162	176.4	FUN	15	0.3	4.6
2021	7	1	14	7	40.3	R	6.762	-73.158	167.8	FUN	15	0.5	4.4
2021	7	1	17	5	21.1	L	10.412	-67.902	1.5	FUN	4	0.3	2.0
2021	7	2	2	34	11.5	R	11.239	-61.48	0.0	FUN	8	0.2	3.5
2021	7	2	14	17	56.3	R	7.059	-73.514	0.1	FUN	3	0.3	2.7
2021	7	2	19	25	33.6	R	11.199	-61.57	13.9	FUN	13	0.5	3.9
2021	7	3	1	16	47.3	R	6.826	-73.107	154.1	FUN	10	0.4	3.5
2021	7	3	4	24	17.5	R	6.801	-73.165	159.5	FUN	12	0.4	3.8
2021	7	3	7	28	35.0	L	11.77	-65.466	35.8	FUN	5	0.4	2.4
2021	7	3	16	18	20.2	R	7.426	-73.233	132.1	FUN	5	0.5	2.9
2021	7	3	17	22	31.4	R	9.506	-73.528	5.0	FUN	5	0.5	2.8
2021	7	3	17	25	42.4	R	9.427	-73.327	23.0	FUN	3	0.1	2.6
2021	7	3	22	26	39.7	L	11.288	-62.028	112.1	FUN	11	0.5	3.6
2021	7	3	23	33	12.6	R	10.944	-72.616	22.2	FUN	5	0.2	2.4
2021	7	4	2	56	58.4	R	6.916	-73.168	140.8	FUN	7	0.5	3.3
2021	7	4	7	1	1.8	R	6.745	-73.153	172.9	FUN	12	0.3	2.6
2021	7	4	7	1	2.6	R	6.833	-73.137	158.9	FUN	12	0.6	3.9
2021	7	4	8	32	31.1	L	10.176	-62.412	54.3	FUN	7	0.5	3.0
2021	7	4	8	44	2.2	L	10.773	-62.354	35.2	FUN	7	0.5	3.1
2021	7	4	12	30	42.8	R	6.953	-71.808	5.0	FUN	10	0.5	3.1
2021	7	4	13	10	44.0	L	9.494	-70.642	8.5	FUN	6	0.4	2.7
2021	7	4	13	34	16.9	L	9.589	-69.234	2.9	FUN	10	0.4	3.2
2021	7	4	13	34	16.9	L	9.589	-69.234	2.9	FUN	10	0.4	3.2
2021	7	4	17	53	23.2	R	7.066	-73.415	0.0	FUN	3	0.4	2.7
2021	7	4	18	30	47.0	R	5.917	-73.971	98.7	FUN	3	0.4	3.2
2021	7	4	22	6	42.2	R	10.751	-73.215	26.0	FUN	3	0.2	2.4
2021	7	5	0	23	0.9	L	10.692	-69.202	15.5	FUN	5	0.5	2.6
2021	7	5	7	4	27.1	L	10.83	-62.343	35.2	FUN	3	0.3	2.6
2021	7	5	8	30	56.8	L	6.898	-73.121	165.2	FUN	8	0.4	3.6
2021	7	5	11	30	48.0	L	10.675	-62.385	53.4	FUN	4	0.3	3.1
2021	7	5	13	50	25.2	L	10.485	-62.358	4.0	FUN	3	0.4	3.1
2021	7	5	18	10	46.6	L	10.742	-69.529	22.6	FUN	6	0.4	2.8
2021	7	6	0	52	57.0	L	10.724	-70.454	20.6	FUN	12	0.5	3.1
2021	7	6	2	57	24.3	R	6.868	-73.211	167.5	FUN	14	0.5	4.5
2021	7	6	5	32	18.4	L	10.296	-68.125	7.3	FUN	8	0.3	3.1
2021	7	6	9	54	23.9	L	10.063	-67.894	24.8	FUN	3	0.3	1.5
2021	7	6	11	41	26.2	R	6.739	-73.168	176.3	FUN	13	0.4	4.3
2021	7	6	14	10	36.3	L	10.181	-69.955	2.4	FUN	4	0.5	2.3
2021	7	6	16	0	14.1	R	11.973	-61.828	16.8	FUN	6	0.4	3.5
2021	7	6	19	43	22.7	R	6.844	-73.151	165.5	FUN	6	0.4	3.3
2021	7	7	7	22	45.1	L	11.784	-70.586	15.9	FUN	7	0.3	3.1
2021	7	7	15	27	5.6	L	10.21	-67.828	4.9	FUN	5	0.4	2.3
2021	7	8	1	7	54.0	L	10.454	-68.555	9.3	FUN	4	0.4	2.0
2021	7	8	7	40	42.8	L	9.311	-69.729	8.1	FUN	6	0.5	2.8
2021	7	8	8	59	42.0	R	7.049	-73.461	0.0	FUN	4	0.3	3.5
2021	7	8	9	44	18.9	L	10.132	-70.521	28.1	FUN	5	0.3	2.7
2021	7	8	14	0	56.8	L	9.411	-69.718	7.2	FUN	6	0.5	2.4
2021	7	8	16	35	59.6	L	8.57	-62.253	23.8	FUN	4	0.1	3.3
2021	7	8	17	22	40.8	R	10.128	-72.99	127.7	FUN	4	0.5	3.1
2021	7	8	20	4	12.5	L	11.751	-67.127	1.3	FUN	3	0.4	2.0
